ID,SKU,Name,Published,Is featured?,Description,In stock?,Stock,Weight (kg),Length (cm),Width (cm),Height (cm),Sale price,Regular price,Categories,Images,Attribute 1 name,Attribute 1 value(s),Attribute 1 visible,Attribute 1 global,Attribute 2 name,Attribute 2 value(s),Attribute 2 visible,Attribute 2 global,Attribute 3 name,Attribute 3 value(s),Attribute 3 visible,Attribute 3 global,Attribute 4 name,Attribute 4 value(s),Attribute 4 visible,Attribute 4 global,Meta: _yoast_wpseo_focuskw,Meta: _yoast_wpseo_metadesc,Meta: _yoast_wpseo_linkdex,Meta: _yoast_wpseo_title,slug
\n<div class=""a-expander-content a-expander-partial-collapse-content a-expander-content-expanded"" aria-expanded=""true"">Management of solid waste is a crucial function for every community. However, before we get into the procedure itself, it would be helpful to talk about the substance being managed: solid waste. The term ""solid waste"" is used to describe a broad category of rubbish that includes both animal and human-generated junk. There are a number of options for dealing with the solid waste produced by local businesses, homes, and factories. This leads to the common categorization of landfills as municipal, sanitary, construction and demolition, or industrial. Plastic, glass, paper, metal, and biological materials are all types of garbage that may be separated apart from one another. Depending on the nature of the waste, it may be classified as flammable, radioactive, infectious, poisonous, or non-toxic. It's possible to classify trash based on where it came from, classifying it as either building debris, demolition debris, household trash, or commercial trash.</div>
\n<div class=""a-expander-header a-expander-partial-collapse-header""></div>
\n</div>
\n<div class=""a-expander-header a-expander-partial-collapse-header""></div>
\n</div>
\n<div class=""a-expander-header a-expander-partial-collapse-header""></div>
\n</div>
\n<div class=""a-expander-header a-expander-partial-collapse-header""></div>
\n</div>
\n<div class=""a-expander-header a-expander-partial-collapse-header""></div>
\n</div>
\n</div>
\n</div>",1,1,0.35,23,15,2.5,,565,AGPH Books,https://store.agphbooks.com/wp-content/uploads/2023/04/6-4.jpg,Author,"Asha Rani N R\, Dr. J. Anuradha\, G.Sharmilaa\, Prof. Shama Jehan Parveen Khanam",1,0,ISBN,978-93-95936-81-1,1,0,Language,English,1,0,,,,,,,,,integrated-solid-waste-management-2

2408,,innovative approaches in higher education,1,0,"<div class=""a-expander-content a-expander-partial-collapse-content a-expander-content-expanded"" aria-expanded=""true"">
\n<div class=""a-expander-content a-expander-partial-collapse-content a-expander-content-expanded"" aria-expanded=""true"">
\n<div class=""a-expander-content a-expander-partial-collapse-content a-expander-content-expanded"" aria-expanded=""true"">
\n<div class=""a-expander-content a-expander-partial-collapse-content a-expander-content-expanded"" style=""text-align: left;"" aria-expanded=""true"">
\n<div class=""a-expander-content a-expander-partial-collapse-content a-expander-content-expanded"" aria-expanded=""true"">
\n<div class=""a-expander-content a-expander-partial-collapse-content a-expander-content-expanded"" aria-expanded=""true"">
\n<div class=""a-expander-content a-expander-partial-collapse-content a-expander-content-expanded"" aria-expanded=""true"">
\n<div class=""a-expander-content a-expander-partial-collapse-content a-expander-content-expanded"" aria-expanded=""true"">
\n<div class=""a-expander-content a-expander-partial-collapse-content a-expander-content-expanded"" aria-expanded=""true"">
\n<div class=""a-expander-content a-expander-partial-collapse-content a-expander-content-expanded"" aria-expanded=""true"">
\n<div class=""a-expander-content a-expander-partial-collapse-content a-expander-content-expanded"" aria-expanded=""true"">
\n<div class=""a-expander-content a-expander-partial-collapse-content a-expander-content-expanded"" aria-expanded=""true"">
\n<div class=""a-expander-content a-expander-partial-collapse-content a-expander-content-expanded"" aria-expanded=""true"">
\n<div class=""a-expander-content a-expander-partial-collapse-content a-expander-content-expanded"" aria-expanded=""true"">
\n<div class=""a-expander-content a-expander-partial-collapse-content a-expander-content-expanded"" aria-expanded=""true"">
\n<div class=""a-expander-content a-expander-partial-collapse-content a-expander-content-expanded"" aria-expanded=""true"">
\n<div class=""a-expander-content a-expander-partial-collapse-content a-expander-content-expanded"" aria-expanded=""true"">
\n<div class=""a-expander-content a-expander-partial-collapse-content a-expander-content-expanded"" aria-expanded=""true"">
\n<div class=""a-expander-content a-expander-partial-collapse-content a-expander-content-expanded"" aria-expanded=""true"">
\n<div class=""a-expander-content a-expander-partial-collapse-content a-expander-content-expanded"" aria-expanded=""true"">
\n<div class=""a-expander-content a-expander-partial-collapse-content a-expander-content-expanded"" aria-expanded=""true"">
\n<div class=""a-expander-content a-expander-partial-collapse-content a-expander-content-expanded"" aria-expanded=""true"">
\n<div class=""a-expander-content a-expander-partial-collapse-content a-expander-content-expanded"" aria-expanded=""true"">
\n<div class=""a-expander-content a-expander-partial-collapse-content a-expander-content-expanded"" aria-expanded=""true"">
\n<div class=""a-expander-content a-expander-partial-collapse-content a-expander-content-expanded"" aria-expanded=""true"">
\n<div class=""a-expander-content a-expander-partial-collapse-content a-expander-content-expanded"" aria-expanded=""true"">
\n<div class=""a-expander-content a-expander-partial-collapse-content"" aria-expanded=""false"">
\n<div class=""a-expander-content a-expander-partial-collapse-content a-expander-content-expanded"" aria-expanded=""true"">
\n<div class=""a-expander-content a-expander-partial-collapse-content a-expander-content-expanded"" aria-expanded=""true"">
\n<div class=""a-expander-content a-expander-partial-collapse-content a-expander-content-expanded"" aria-expanded=""true"">
\n<div class=""a-expander-content a-expander-partial-collapse-content"" aria-expanded=""false"">
\n<div class=""a-expander-content a-expander-partial-collapse-content"" aria-expanded=""false"">
\n<div class=""a-expander-content a-expander-partial-collapse-content"" aria-expanded=""false"">
\n<div class=""a-expander-content a-expander-partial-collapse-content"" aria-expanded=""false"">
\n<div class=""a-expander-content a-expander-partial-collapse-content"" aria-expanded=""false"">
\n<div id=""bookDescription_feature_div"" class=""celwidget"" data-feature-name=""bookDescription"" data-csa-c-type=""widget"" data-csa-c-content-id=""bookDescription"" data-csa-c-slot-id=""bookDescription_feature_div"" data-csa-c-asin=""8119832698"" data-csa-c-is-in-initial-active-row=""false"" data-csa-c-id=""1q23qe-btxnks-jfwtzq-sruxhx"">
\n<div class=""a-expander-collapsed-height a-row a-expander-container a-spacing-base a-expander-partial-collapse-container"" data-a-expander-name=""book_description_expander"" data-a-expander-collapsed-height=""280"">
\n<div class=""a-expander-content a-expander-partial-collapse-content"" aria-expanded=""false"">The groundbreaking book ""Innovative Approaches in Higher Education"" exposes readers to the fast-paced world of modern higher education by giving an in-depth look at the innovative approaches, technologies, and pedagogies that are redefining the field. This book is a game-changer in the area of education. Eminent academics, university officials, and other professionals examine the future of higher education from a range of views in this thought-provoking anthology. The book examines several current education challenges. Readers will learn about the influence of AI and VR and the necessity for inclusive and diverse classrooms in higher education. Each chapter offers a unique perspective on real-world experiences and research to help educators and administrators adapt and flourish in a fast-changing environment. This book will help educators improve their approaches, administrators lead by example, and policymakers shape higher education. The success of ""Innovative Approaches in Higher Education"" shows that innovative ways may enhance higher education and better prepare students for a competitive global skill market.</div>
\n</div>
\n</div>
\n</div>
\n</div>
\n</div>
\n</div>
\n</div>
\n</div>
\n</div>
\n</div>
\n</div>
\n</div>
\n</div>
\n</div>
\n</div>
\n</div>
\n</div>
\n</div>
\n</div>
\n</div>
\n</div>
\n</div>
\n</div>
\n</div>
\n</div>
\n</div>
\n</div>
\n</div>
\n</div>
\n</div>
\n</div>
\n</div>
\n</div>
\n</div>
\n</div>
\n</div>
\n</div>",1,2,0.35,23,15,2.5,,499,AGPH Books,https://store.agphbooks.com/wp-content/uploads/2024/01/47-scaled.jpg,Name of Author,Prakash Gouda S U,1,0,ISBN Number,978-81-19832-69-9,1,0,,,,,,,,,,,,,innovative-approaches-in-higher-education-2

5770,,"geography of india: landscapes, resources and people",-1,0,"The book ""Geography of India: Landscapes, Resources, and People"" provides an in-depth analysis of the geographical characteristics that make up India. This book is intended for a broad readership, including scholars, students, and everyone else curious in how India's natural resources, landscapes, and people influence the country's progress.
\n
\nIndia's topography is a fascinating mix of varied terrains, from the snow-capped Himalayas in the north to the coastal plains and tropical rainforest in the south. This book explores the country's many geographical characteristics, including the islands, the western and eastern ghats, the Peninsular Plateau, and the northern plains. The impact of these characteristics on the climate, agriculture, patterns of human habitation, and economic activity is examined in the book. Readers can picture the many landscapes that comprise this enormous territory thanks to detailed descriptions and vivid graphics.
\n
\nIndia's natural resources, which are essential to its economic structure, are a major focus of the book. India's mineral richness, water resources, agricultural resources, and forests are all covered in detail in the book, along with how they are used, preserved, and managed. It offers insights on sustainable behaviours for the future while critically examining the problems caused by pollution, resource depletion, and climate change.
\n
\nThe relationship between the nation's many geographical areas and its citizens is also examined in the book. It discusses how geography affects patterns of settlement, migration, urbanisation, and population distribution. The impact of geography on social, cultural, and economic systems in various regions of India will become clearer to readers. This book offers a comprehensive knowledge of India's geographical identity and its role in determining the country's destiny by tying together the concepts of landscape, resources, and human geography.",1,2,0.35,23,15,2.5,499,590,AGPH Books,https://store.agphbooks.com/wp-content/uploads/2025/04/Geography-of-India-Landscapes-Resources-and-People-scaled.jpg,Name of Author,"Dr. Sandeep Sampat Tadakhe\, Lt. Prakash Ramesh Barde\, Dr. Prakash Arjun Pagare\, Dr. Ganesh Madhukar Dhawale",1,0,ISBN Number,978-93-49028-93-7,1,0,,,,,,,,,,,,,geography-of-india-landscapes-resources-and-people-2

2499,,fundamentals and innovation in horticulture,1,0,"‘Fundamentals and Innovation in Horticulture’ is a comprehensive exploration of the principles and cutting-edge developments in the field of horticulture. Authored with meticulous attention to detail and a commitment to scholarly excellence, the book serves as an invaluable resource for students, researchers, and practitioners seeking a deeper understanding of horticultural science. The book begins by delving into the foundational aspects of horticulture, providing readers with a solid grasp of the fundamental concepts that underpin the discipline. It covers essential topics such as plant anatomy, physiology, and genetics, offering a robust framework for subsequent discussions on advanced horticultural practices. As the narrative unfolds, the authors seamlessly transition to the innovative frontiers of horticulture, exploring emerging technologies, sustainable practices, and novel approaches that define the contemporary landscape of the field. The integration of cutting-edge research findings and practical applications ensures that readers are not only well-versed in traditional horticultural knowledge but also equipped to navigate the challenges and opportunities presented by a rapidly evolving industry. The book's clarity of expression and well-organized structure make it accessible to a broad audience, from students embarking on their horticultural journey to seasoned professionals seeking to stay abreast of the latest advancements. ‘Fundamentals and Innovation in Horticulture’ stands as a testament to the author’s dedication to advancing the field, providing a comprehensive and forward-looking guide that will undoubtedly shape the future of horticultural education and practice.",1,2,0.35,23,15,2.5,,565,AGPH Books,https://store.agphbooks.com/wp-content/uploads/2024/01/Screenshot-2024-01-24-123653.png,Name of Author,Dr. Ashutosh Kumar Singh,1,0,ISBN Number,978-81-968494-4-3,1,0,No. of Pages,223,1,0,,,,,,,,,basic-concepts-of-literary-devices-in-english-literature

1428,,environmental conservation: nature and natural resources,1,0,"<div class=""page"" title=""Page 1"">
\n<div class=""section"">
\n<div class=""layoutArea"">
\n<div class=""column"">
\n<div class=""a-expander-content a-expander-partial-collapse-content a-expander-content-expanded"" aria-expanded=""true"">
\n<div class=""a-expander-content a-expander-partial-collapse-content a-expander-content-expanded"" aria-expanded=""true"">
\n<div class=""a-expander-content a-expander-partial-collapse-content a-expander-content-expanded"" aria-expanded=""true"">
\n<div class=""a-expander-content a-expander-partial-collapse-content a-expander-content-expanded"" aria-expanded=""true"">
\n<div class=""a-expander-content a-expander-partial-collapse-content a-expander-content-expanded"" aria-expanded=""true"">Conservation of the environment may take numerous forms, and it serves as a constant reminder to be deliberate in actions. No matter how hectic your schedule is, it's still simple to implement certain adjustments that are essential for the planet's health. Without a functioning environment, it would be very difficult for humans to survive. The environment consists of everything around us, both living and nonliving, and how those things interact with one another. Conservation of natural resources is becoming a fundamental issue in the fight against climate change and global warming. The only thing that can preserve Earth from the effects of industrialization is urgently needed sustainable development. The practice of environmental conservation sets the path for safeguarding the environment and natural resources on the levels of the person, the organization, and the state. Many people's lives are being negatively impacted by several fundamental environmental problems. Overpopulation, hydrological problems, ozone depletion, deforestation, desertification, global warming, and pollution all threaten humanity's very survival. In this era of digital communication, which can launch a revolution to rescue the world from devastation, it is foolish to anticipate good progress until environmental conservation becomes an effective popular movement.</div>
\n<div class=""a-expander-header a-expander-partial-collapse-header""></div>
\n</div>
\n<div class=""a-expander-header a-expander-partial-collapse-header""></div>
\n</div>
\n<div class=""a-expander-header a-expander-partial-collapse-header""></div>
\n</div>
\n<div class=""a-expander-header a-expander-partial-collapse-header""></div>
\n</div>
\n<div class=""a-expander-header a-expander-partial-collapse-header""></div>
\n</div>
\n</div>
\n</div>
\n</div>",1,1,0.35,23,15,2.5,,605,AGPH Books,https://store.agphbooks.com/wp-content/uploads/2023/04/30-2.jpg,Author,"Arundhatee Mishra\, Dr. Mohd. Shaikhul Ashraf\, Dr. Manoj Kumar Sharma\, Mr. D. Prasannan",1,0,ISBN,978-81-19025-07-7,1,0,Language,English,1,0,No. of Pages,214,1,0,,,,,environmental-conservation-nature-and-natural-resources-2

5163,,english quest,1,0,"<ul data-start=""1583"" data-end=""1918"">
\n 	<li class="""" data-start=""1809"" data-end=""1918"">
\n<p class="""" data-start=""278"" data-end=""591""><strong data-start=""278"" data-end=""295"">English Quest</strong> is a delightful and engaging workbook designed especially for <strong data-start=""358"" data-end=""374"">LKG students</strong>. It introduces young learners to the <strong data-start=""412"" data-end=""439"">fundamentals of English</strong> in a fun and interactive way. Not only does it cover the alphabet and phonics, but it also helps children develop vocabulary and form simple sentences.</p>
\n<p class="""" data-start=""593"" data-end=""905"">Moreover, each page is thoughtfully designed to combine learning with enjoyment. With colorful illustrations, tracing exercises, and matching games, children remain excited and focused. As they progress, tasks gradually become more advanced—yet still accessible—encouraging consistent learning without overwhelm.</p>
\n<p class="""" data-start=""907"" data-end=""1146"">In addition, the book promotes cognitive development through structured activities that improve recognition, memory, and fine motor skills. Because of this, <strong data-start=""1064"" data-end=""1081"">English Quest</strong> is a perfect companion for both classroom and home environments.</p>
\n
\n
\n<hr class="""" data-start=""1148"" data-end=""1151"" />
\n
\n<h3 class="""" data-start=""1153"" data-end=""1188"">✨ <strong data-start=""1159"" data-end=""1188"">Why Choose English Quest?</strong></h3>
\n<ul data-start=""1190"" data-end=""1531"">
\n 	<li class="""" data-start=""1190"" data-end=""1254"">
\n<p class="""" data-start=""1192"" data-end=""1254"">Introduces all <strong data-start=""1207"" data-end=""1235"">essential English basics</strong> for LKG learners</p>
\n</li>
\n 	<li class="""" data-start=""1255"" data-end=""1315"">
\n<p class="""" data-start=""1257"" data-end=""1315"">Builds <strong data-start=""1264"" data-end=""1286"">phonetic awareness</strong> through engaging exercises</p>
\n</li>
\n 	<li class="""" data-start=""1316"" data-end=""1372"">
\n<p class="""" data-start=""1318"" data-end=""1372"">Enhances vocabulary using <strong data-start=""1344"" data-end=""1370"">visuals and word games</strong></p>
\n</li>
\n 	<li class="""" data-start=""1373"" data-end=""1424"">
\n<p class="""" data-start=""1375"" data-end=""1424"">Encourages sentence formation and early reading</p>
\n</li>
\n 	<li class="""" data-start=""1425"" data-end=""1481"">
\n<p class="""" data-start=""1427"" data-end=""1481"">Includes colorful pages to <strong data-start=""1454"" data-end=""1479"">stimulate young minds</strong></p>
\n</li>
\n 	<li class="""" data-start=""1482"" data-end=""1531"">
\n<p class="""" data-start=""1484"" data-end=""1531"">Ideal for use at <strong data-start=""1501"" data-end=""1531"">home or in school settings</strong></p>
\n</li>
\n</ul>
\n
\n<hr class="""" data-start=""1533"" data-end=""1536"" />
\n
\n<h3 class="""" data-start=""1538"" data-end=""1568"">📚 <strong data-start=""1545"" data-end=""1568"">You Might Also Like</strong></h3>
\n<ul data-start=""1570"" data-end=""1905"">
\n 	<li class="""" data-start=""1570"" data-end=""1673"">
\n<p class="""" data-start=""1572"" data-end=""1673""><a class="""" href=""https://store.agphbooks.com/product/smart-mathematics/"" target=""_new"" rel=""noopener"" data-start=""1572"" data-end=""1671"">Smart Mathematics – LKG Math Made Fun</a></p>
\n</li>
\n 	<li class="""" data-start=""1674"" data-end=""1795"">
\n<p class="""" data-start=""1676"" data-end=""1795""><a class="""" href=""https://store.agphbooks.com/product/joy-of-small-writing/"" target=""_new"" rel=""noopener"" data-start=""1676"" data-end=""1793"">Joy of Small Writing – Handwriting Practice for Kids</a></p>
\n</li>
\n 	<li class="""" data-start=""1796"" data-end=""1905"">
\n<p class="""" data-start=""1798"" data-end=""1905""><a class="""" href=""https://store.agphbooks.com/product/little-artist/"" target=""_new"" rel=""noopener"" data-start=""1798"" data-end=""1905"">Little Artist – Nurture Creativity in Young Minds</a></p>
\n</li>
\n</ul>
\n</li>
\n</ul>",0,,0.35,30,21,1,149,249,AG Kids > LKG,https://store.agphbooks.com/wp-content/uploads/2025/03/8-x-11-LKG-English-quest-Front-1-1.png,,,,,,,,,,,,,,,,,English Quest,"English Quest is a vibrant LKG English workbook that teaches the alphabet, vocabulary, and basic sentence skills through fun and structured activities.",66,,english-quest-2

2381,,english language and literature teaching,-1,0,"Studying this book may be useful since it provides a wide range of pedagogical perspectives on how to best prepare future English teachers for their careers. If you read this book and familiarize yourself with the many theoretical schools of English teaching, you should be able to identify the pedagogies of teaching and the methods of conducting investigations and fieldworks that best suit your own teaching style and personal preferences, allowing you to understand the language of English teaching in a way that is meaningful to you.
\nYou will also get insight into the pedagogical approaches of your fellow English instructors. This book will help you understand the big picture of the field of teaching English as a second or foreign language, in addition to defining the specific words and subfields involved. From its earliest beginnings in Ancient Greece until the turn of the third century, the narrative of how English has been taught will be told. This book will discuss both the traditional and nontraditional methods of teaching English that have been advocated in recent years. It is hoped that readers will come away from this book with a firm grasp of the most up-to-date theoretical and empirical achievements in the field of English language instruction.",1,2,0.35,23,15,2.5,,496,AGPH Books,https://store.agphbooks.com/wp-content/uploads/2023/12/19-scaled.jpg,Name of Author,Santosh Suman,1,0,ISBN Number,978-81-19832-62-0,1,0,,,,,,,,,,,,,english-language-and-literature-teaching-2

9296,,emerging trends in commerce and management: a multi-disciplinary approach (volume-1),1,0,"""Emerging Trends in Commerce and Management: A Multi-Disciplinary Approach"" is a timely and insightful exploration of the key trends shaping the future of business. The book delves into the ways in which new technologies, shifting consumer behavior, global market dynamics, and innovative management practices are influencing contemporary commerce and management.
\nCovering a broad spectrum of topics, the book examines the impact of digital transformation, the growing role of sustainability and ethical business practices, the rise of e-commerce and digital marketing, and the integration of artificial intelligence and machine learning in decision-making processes. It also explores the changing landscape of corporate governance, financial management, human resource practices, and entrepreneurship.
\nWith contributions from experts across various domains, this book offers a multi-disciplinary perspective that emphasizes the interconnectedness of different fields in business management. It serves as both an academic reference and a practical guide for professionals who need to understand the emerging trends and adapt to the evolving business environment. The book encourages critical thinking and provides readers with the tools they need to anticipate and navigate the challenges and opportunities that lie ahead in the commerce and management sectors.",1,1,0.35,23,15,2.5,,590,AGPH Books,https://store.agphbooks.com/wp-content/uploads/2025/07/Emerging-Trends-in-Commerce-and-Management-A-Multi-Disciplinary-Approach-VOLUME-1-scaled.avif,Name of Author,"Dr. Ashu Tomar\, Dr. Aiman Fatma",1,0,ISBN Number,978-81-983155-7-1,1,0,No. Of Pages,104,1,0,,,,,,,,,emerging-trends-in-commerce-and-management-a-multi-disciplinary-approach-volume-1-2

2318,,disaster management and risk reduction,1,0,"<div class=""a-expander-content a-expander-partial-collapse-content a-expander-content-expanded"" aria-expanded=""true"">
\n<div class=""a-expander-content a-expander-partial-collapse-content a-expander-content-expanded"" aria-expanded=""true"">
\n<div class=""a-expander-content a-expander-partial-collapse-content a-expander-content-expanded"" aria-expanded=""true"">
\n<div class=""a-expander-content a-expander-partial-collapse-content a-expander-content-expanded"" style=""text-align: left;"" aria-expanded=""true"">
\n<div class=""a-expander-content a-expander-partial-collapse-content a-expander-content-expanded"" aria-expanded=""true"">
\n<div class=""a-expander-content a-expander-partial-collapse-content a-expander-content-expanded"" aria-expanded=""true"">
\n<div class=""a-expander-content a-expander-partial-collapse-content a-expander-content-expanded"" aria-expanded=""true"">
\n<div class=""a-expander-content a-expander-partial-collapse-content a-expander-content-expanded"" aria-expanded=""true"">
\n<div class=""a-expander-content a-expander-partial-collapse-content a-expander-content-expanded"" aria-expanded=""true"">
\n<div class=""a-expander-content a-expander-partial-collapse-content a-expander-content-expanded"" aria-expanded=""true"">
\n<div class=""a-expander-content a-expander-partial-collapse-content a-expander-content-expanded"" aria-expanded=""true"">
\n<div class=""a-expander-content a-expander-partial-collapse-content a-expander-content-expanded"" aria-expanded=""true"">
\n<div class=""a-expander-content a-expander-partial-collapse-content a-expander-content-expanded"" aria-expanded=""true"">
\n<div class=""a-expander-content a-expander-partial-collapse-content a-expander-content-expanded"" aria-expanded=""true"">
\n<div class=""a-expander-content a-expander-partial-collapse-content a-expander-content-expanded"" aria-expanded=""true"">
\n<div class=""a-expander-content a-expander-partial-collapse-content a-expander-content-expanded"" aria-expanded=""true"">
\n<div class=""a-expander-content a-expander-partial-collapse-content a-expander-content-expanded"" aria-expanded=""true"">
\n<div class=""a-expander-content a-expander-partial-collapse-content a-expander-content-expanded"" aria-expanded=""true"">
\n<div class=""a-expander-content a-expander-partial-collapse-content a-expander-content-expanded"" aria-expanded=""true"">
\n<div class=""a-expander-content a-expander-partial-collapse-content a-expander-content-expanded"" aria-expanded=""true"">
\n<div class=""a-expander-content a-expander-partial-collapse-content a-expander-content-expanded"" aria-expanded=""true"">
\n<div class=""a-expander-content a-expander-partial-collapse-content a-expander-content-expanded"" aria-expanded=""true"">
\n<div class=""a-expander-content a-expander-partial-collapse-content a-expander-content-expanded"" aria-expanded=""true"">
\n<div class=""a-expander-content a-expander-partial-collapse-content a-expander-content-expanded"" aria-expanded=""true"">
\n<div class=""a-expander-content a-expander-partial-collapse-content a-expander-content-expanded"" aria-expanded=""true"">
\n<div class=""a-expander-content a-expander-partial-collapse-content a-expander-content-expanded"" aria-expanded=""true"">
\n<div class=""a-expander-content a-expander-partial-collapse-content"" aria-expanded=""false"">
\n<div class=""a-expander-content a-expander-partial-collapse-content a-expander-content-expanded"" aria-expanded=""true"">
\n<div class=""a-expander-content a-expander-partial-collapse-content a-expander-content-expanded"" aria-expanded=""true"">
\n<div class=""a-expander-content a-expander-partial-collapse-content a-expander-content-expanded"" aria-expanded=""true"">
\n<div class=""a-expander-content a-expander-partial-collapse-content"" aria-expanded=""false"">
\n<div class=""a-expander-content a-expander-partial-collapse-content"" aria-expanded=""false"">
\n<div class=""a-expander-content a-expander-partial-collapse-content"" aria-expanded=""false"">
\n<div class=""a-expander-content a-expander-partial-collapse-content"" aria-expanded=""false"">
\n<div class=""a-expander-content a-expander-partial-collapse-content"" aria-expanded=""false"">
\n<div class=""a-expander-content a-expander-partial-collapse-content"" aria-expanded=""false"">
\n<div class=""a-expander-content a-expander-partial-collapse-content"" aria-expanded=""false"">
\n<div class=""a-expander-content a-expander-partial-collapse-content"" aria-expanded=""false"">
\n<div class=""a-expander-content a-expander-partial-collapse-content"" aria-expanded=""false"">
\n<div class=""a-expander-content a-expander-partial-collapse-content"" aria-expanded=""false"">
\n<div class=""a-expander-content a-expander-partial-collapse-content"" aria-expanded=""false"">
\n<div class=""a-expander-content a-expander-partial-collapse-content"" aria-expanded=""false"">
\n<div class=""a-expander-content a-expander-partial-collapse-content"" aria-expanded=""false"">
\n<div class=""a-expander-content a-expander-partial-collapse-content"" aria-expanded=""false"">
\n<div class=""a-expander-content a-expander-partial-collapse-content"" aria-expanded=""false"">
\n<div class=""a-expander-content a-expander-partial-collapse-content"" aria-expanded=""false"">
\n<div class=""a-expander-content a-expander-partial-collapse-content"" aria-expanded=""false"">
\n<div class=""a-expander-content a-expander-partial-collapse-content"" aria-expanded=""false"">
\n<div class=""a-expander-content a-expander-partial-collapse-content"" aria-expanded=""false"">
\n<div class=""a-expander-content a-expander-partial-collapse-content"" aria-expanded=""false"">""Disaster Management and Risk Reduction” is a comprehensive and informative book that delves into the intricate field of disaster management and risk reduction. It offers a thorough examination of the key concepts, principles, and best practices related to disaster preparedness, response, recovery, and mitigation. Written by experts in the field, the book provides valuable insights into the complexities of managing and reducing disaster risks, making it an essential resource for disaster management professionals, policymakers, researchers, and students. The book covers a wide range of topics, including the various phases of disaster management, the role of government agencies and non-governmental organizations, the importance of early warning systems, and the integration of technology and science into disaster response. It also emphasizes the significance of risk reduction strategies, such as resilient infrastructure, land-use planning, and community engagement. The case studies and real-world examples presented in the book illustrate the practical applications of disaster management and risk reduction principles in diverse contexts. ""Disaster Management and Risk Reduction"" is an indispensable guide for those seeking a deeper understanding of how to effectively prepare for, respond to, and recover from disasters. It underscores the critical importance of proactive measures to reduce vulnerabilities and enhance resilience in the face of an increasingly unpredictable and changing world.</div>
\n</div>
\n</div>
\n</div>
\n</div>
\n</div>
\n</div>
\n</div>
\n</div>
\n</div>
\n</div>
\n</div>
\n</div>
\n</div>
\n</div>
\n</div>
\n</div>
\n</div>
\n</div>
\n</div>
\n</div>
\n</div>
\n</div>
\n</div>
\n</div>
\n</div>
\n</div>
\n</div>
\n</div>
\n</div>
\n</div>
\n</div>
\n</div>
\n</div>
\n</div>
\n</div>
\n</div>
\n</div>
\n</div>
\n</div>
\n</div>
\n</div>
\n</div>
\n</div>
\n</div>
\n</div>
\n</div>
\n</div>
\n</div>
\n</div>",1,2,0.35,23,15,2.5,,565,AGPH Books,https://store.agphbooks.com/wp-content/uploads/2023/12/Disaster-Management-And-Risk-Reduction01-scaled.jpg,Name of Author,"Dr. S.N. Bansal@Sharad\, Dr. Sajal Mitra",1,0,ISBN Number,978-81-19832-27-9,1,0,No. of Pages,209,1,0,,,,,,,,,disaster-management-and-risk-reduction-2

5169,,branch of knowledge,1,0,"<article class=""text-token-text-primary w-full"" dir=""auto"" data-testid=""conversation-turn-6"" data-scroll-anchor=""true"">
\n<div class=""text-base my-auto mx-auto py-5 px-6"">
\n<div class=""mx-auto flex flex-1 text-base gap-4 md:gap-5 lg:gap-6 md:max-w-3xl group/turn-messages focus-visible:outline-hidden"" tabindex=""-1"">
\n<div class=""group/conversation-turn relative flex w-full min-w-0 flex-col agent-turn @xs/thread:px-0 @sm/thread:px-1.5 @md/thread:px-4"">
\n<div class=""relative flex-col gap-1 md:gap-3"">
\n<div class=""flex max-w-full flex-col grow"">
\n<div class=""min-h-8 text-message relative flex w-full flex-col items-end gap-2 text-start break-words whitespace-normal [.text-message+&amp;]:mt-5"" dir=""auto"" data-message-author-role=""assistant"" data-message-id=""d14fda46-9c2a-4bdd-864c-f72c0a1a0e20"" data-message-model-slug=""gpt-4o-mini"">
\n<div class=""flex w-full flex-col gap-1 empty:hidden first:pt-[3px]"">
\n<div class=""markdown prose dark:prose-invert w-full break-words light"">
\n<p class="""" data-start=""281"" data-end=""562""><strong data-start=""281"" data-end=""304"">Branch of Knowledge</strong> is an engaging and interactive educational book designed for <strong data-start=""366"" data-end=""394"">LKG (Lower Kindergarten)</strong> students. It introduces young learners to essential subjects like <strong data-start=""461"" data-end=""501"">English, Math, Environmental Studies</strong>, and <strong data-start=""507"" data-end=""528"">General Knowledge</strong> in a colorful and accessible way.</p>
\n<p class="""" data-start=""564"" data-end=""854"">This book isn't just about learning facts—it's about discovery. Through vivid illustrations and hands-on activities, children develop foundational skills while enjoying the learning process. The book includes everything from the alphabet and numbers to animals, seasons, colors, and shapes.</p>
\n<p class="""" data-start=""856"" data-end=""1101"">Moreover, each section is designed to spark curiosity. The activities help children practice tracing, matching, coloring, and drawing. These tasks are great for improving fine motor skills, hand-eye coordination, and early cognitive development.</p>
\n<p class="""" data-start=""1103"" data-end=""1424"">Parents and teachers alike will find it easy to guide children through this book. Its clean layout and age-appropriate content make it suitable for both classroom and home use. Whether used as a primary learning tool or a supplementary resource, <strong data-start=""1349"" data-end=""1372"">Branch of Knowledge</strong> builds confidence in young learners from the start.</p>
\n
\n
\n<hr class="""" data-start=""1426"" data-end=""1429"" />
\n
\n<h3 class="""" data-start=""1431"" data-end=""1473"">🔍 <strong data-start=""1438"" data-end=""1473"">Why Choose Branch of Knowledge?</strong></h3>
\n<ul data-start=""1475"" data-end=""1713"">
\n 	<li class="""" data-start=""1475"" data-end=""1530"">
